 ,Area,Mean,Min,Max,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
150,2.344,25.156,13.949,45.318,-114.864,0.591,7.061,1475.000,1167.500,65.136,0.000,0.000,0.000,NaN,7.061
151,1.562,86.282,60.400,119.000,-43.603,0.956,4.531,1510.000,1194.500,136.397,0.000,0.000,0.000,NaN,4.531
152,3.027,59.054,23.288,134.500,-128.956,0.427,9.444,1468.500,1267.500,51.044,0.000,0.000,0.000,NaN,9.444
153,4.297,23.240,15.347,35.976,-115.058,0.306,13.281,1384.000,1278.500,64.942,0.000,0.000,0.000,NaN,13.281
154,2.539,17.133,4.580,88.500,-131.730,0.532,7.747,1427.000,1294.500,48.270,0.000,0.000,0.000,NaN,7.747
155,2.832,46.855,18.532,82.043,-113.334,0.473,8.679,1389.500,1117.000,66.666,0.000,0.000,0.000,NaN,8.679
156,3.516,48.809,23.429,95.500,-137.291,0.361,11.057,1447.000,1069.500,42.709,0.000,0.000,0.000,NaN,11.057
157,2.051,75.662,47.600,130.000,-95.711,0.653,6.281,1486.000,1110.000,84.289,0.000,0.000,0.000,NaN,6.281
158,2.637,54.388,15.645,156.712,-94.485,0.519,7.993,1464.500,1107.000,85.515,0.000,0.000,0.000,NaN,7.993
159,1.660,56.364,45.443,74.332,-147.804,0.839,4.985,1401.000,1154.500,32.196,0.000,0.000,0.000,NaN,4.985
160,3.027,28.915,14.500,69.500,-125.538,0.430,9.409,1250.000,1344.500,54.462,0.000,0.000,0.000,NaN,9.409
161,2.148,14.968,5.791,32.483,-110.556,0.606,6.675,1292.500,1308.500,69.444,0.000,0.000,0.000,NaN,6.675
162,2.539,33.686,12.891,68.000,-49.899,0.530,7.762,1306.500,1323.000,130.101,0.000,0.000,0.000,NaN,7.762
